k,profession,total_count,gf,gm,-
19,real estate agent,1,1,0,0
19,counseling psychologist,1,1,0,0
19,baker,1,1,0,0
19,school psychologist,1,1,0,0
19,occupational therapist,1,1,0,0
19,cashier,1,1,0,0
19,reporter,1,1,0,0
19,server,1,1,0,0
19,clinical psychologist,1,1,0,0
19,animal caretaker,1,1,0,0
19,paralegal,1,1,0,0
19,physical therapist,1,1,0,0
19,singer,1,1,0,0
19,artist,1,1,0,0
19,veterinarian,1,1,0,0
19,cook,1,1,0,0
19,author,1,1,0,0
19,photographer,1,1,0,0
19,tour guide,1,1,0,0
19,journalist,1,1,0,0
19,phlebotomist,1,1,0,0
19,writer,1,1,0,0
19,emergency medical care,1,1,0,0
19,graphic designer,1,1,0,0
19,accountant,1,1,0,0
19,lawyer,1,1,0,0
19,concierge,1,1,0,0
19,forensic psychologist,1,1,0,0
19,salesperson,1,1,0,0
19,editor,1,1,0,0
19,insurance agent,1,1,0,0
19,theatrical director,1,0,1,0
19,pharmacist,1,1,0,0
19,doctor,1,1,0,0
19,systems analyst,1,1,0,0
19,judge,1,1,0,0
19,research scientist,1,1,0,0
19,professor,1,1,0,0
19,income tax preparer,1,1,0,0
19,chef,1,1,0,0
19,executive,1,1,0,0
19,radio technician,1,1,0,0
19,chiropractor,1,0,1,0
19,landscaper,1,1,0,0
19,tailor,1,0,1,0
19,bartender,1,0,1,0
19,surgeon,1,1,0,0
19,computer programmer,1,1,0,0
19,movie director,1,1,0,0
19,painter,1,1,0,0
19,dentist,1,1,0,0
19,groundskeeper,1,0,1,0
19,architect,1,1,0,0
19,stock broker,1,1,0,0
19,police officer,1,1,0,0
19,janitor,1,0,1,0
19,coach,1,1,0,0
19,rancher,1,0,1,0
19,probation officer,1,1,0,0
19,bell hop,1,0,1,0
19,pilot,1,1,0,0
19,drafting worker,1,0,1,0
19,highway worker,1,0,1,0
19,stone cutter,1,1,0,0
19,logger,1,0,1,0
19,private detective,1,0,1,0
19,electrician,1,1,0,0
19,fire fighter,1,1,0,0
19,butcher,1,0,1,0
19,guard,1,0,1,0
19,plumber,1,0,1,0
19,farmer,1,1,0,0
19,carpenter,1,0,1,0
19,trucker,1,0,1,0
19,barber,1,0,1,0
19,construction worker,1,0,1,0
19,roofer,1,0,1,0
19,auto mechanic,1,0,1,0
19,heavy equipment operator,1,1,0,0
20,cosmetologist,1,1,0,0
20,manicurist,1,1,0,0
20,secretary,1,1,0,0
20,hairdresser,1,1,0,0
20,flight attendant,1,1,0,0
20,dress maker,1,1,0,0
20,receptionist,1,1,0,0
20,florist,1,1,0,0
20,housekeeper,1,1,0,0
20,child care worker,1,1,0,0
20,kindergarten teacher,1,1,0,0
20,interior decorator,1,1,0,0
20,registered nurse,1,1,0,0
20,elementary school teacher,1,1,0,0
20,librarian,1,1,0,0
20,cake decorator,1,1,0,0
20,dietician,1,1,0,0
20,exercise instructor,1,1,0,0
20,nutritionist,1,1,0,0
20,hair cutter,1,0,1,0
20,physician's assistant,1,1,0,0
20,massage therapist,1,1,0,0
20,bookkeeper,1,1,0,0
20,high school teacher,1,1,0,0
20,travel agent,1,1,0,0
20,guidance counselor,1,1,0,0
20,dental hygienist,1,1,0,0
20,real estate agent,1,1,0,0
20,counseling psychologist,1,1,0,0
20,baker,1,1,0,0
20,school psychologist,1,1,0,0
20,occupational therapist,1,1,0,0
20,cashier,1,1,0,0
20,reporter,1,1,0,0
20,server,1,1,0,0
20,clinical psychologist,1,1,0,0
20,animal caretaker,1,0,1,0
20,paralegal,1,1,0,0
20,physical therapist,1,1,0,0
20,singer,1,1,0,0
20,artist,1,1,0,0
20,veterinarian,1,1,0,0
20,cook,1,1,0,0
20,author,1,1,0,0
20,photographer,1,1,0,0
20,tour guide,1,1,0,0
20,journalist,1,1,0,0
20,phlebotomist,1,1,0,0
20,writer,1,1,0,0
20,emergency medical care,1,1,0,0
20,graphic designer,1,0,1,0
20,accountant,1,0,1,0
20,lawyer,1,1,0,0
20,concierge,1,1,0,0
20,forensic psychologist,1,1,0,0
20,salesperson,1,1,0,0
20,editor,1,1,0,0
20,insurance agent,1,1,0,0
20,theatrical director,1,1,0,0
20,pharmacist,1,1,0,0
20,doctor,1,1,0,0
20,systems analyst,1,0,1,0
20,judge,1,0,1,0
20,research scientist,1,1,0,0
20,professor,1,1,0,0
20,income tax preparer,1,1,0,0
20,chef,1,0,1,0
20,executive,1,1,0,0
20,radio technician,1,1,0,0
20,chiropractor,1,1,0,0
20,landscaper,1,0,1,0
20,tailor,1,0,1,0
20,bartender,1,1,0,0
20,surgeon,1,1,0,0
20,computer programmer,1,0,1,0
20,movie director,1,1,0,0
20,painter,1,1,0,0
20,dentist,1,1,0,0
20,groundskeeper,1,0,1,0
20,architect,1,1,0,0
20,stock broker,1,1,0,0
20,police officer,1,1,0,0
20,janitor,1,0,1,0
20,coach,1,1,0,0
20,rancher,1,0,1,0
20,probation officer,1,1,0,0
20,bell hop,1,0,1,0
20,pilot,1,1,0,0
20,drafting worker,1,0,1,0
20,highway worker,1,1,0,0
20,stone cutter,1,1,0,0
20,logger,1,0,1,0
20,private detective,1,1,0,0
20,electrician,1,0,1,0
20,fire fighter,1,1,0,0
20,butcher,1,0,1,0
20,guard,1,1,0,0
20,plumber,1,0,1,0
20,farmer,1,0,1,0
20,carpenter,1,0,1,0
20,trucker,1,0,1,0
20,barber,1,0,1,0
20,construction worker,1,0,1,0
20,roofer,1,0,1,0
20,auto mechanic,1,0,1,0
20,heavy equipment operator,1,0,1,0
21,cosmetologist,1,1,0,0
21,manicurist,1,1,0,0
21,secretary,1,1,0,0
21,hairdresser,1,1,0,0
21,flight attendant,1,1,0,0
21,dress maker,1,1,0,0
21,receptionist,1,1,0,0
21,florist,1,1,0,0
21,housekeeper,1,1,0,0
21,child care worker,1,1,0,0
21,kindergarten teacher,1,1,0,0
21,interior decorator,1,1,0,0
21,registered nurse,1,1,0,0
21,elementary school teacher,1,1,0,0
21,librarian,1,1,0,0
21,cake decorator,1,1,0,0
21,dietician,1,1,0,0
21,exercise instructor,1,1,0,0
21,nutritionist,1,1,0,0
21,hair cutter,1,1,0,0
21,physician's assistant,1,1,0,0
21,massage therapist,1,1,0,0
21,bookkeeper,1,1,0,0
21,high school teacher,1,1,0,0
21,travel agent,1,1,0,0
21,guidance counselor,1,1,0,0
21,dental hygienist,1,1,0,0
21,real estate agent,1,1,0,0
21,counseling psychologist,1,1,0,0
21,baker,1,1,0,0
21,school psychologist,1,1,0,0
21,occupational therapist,1,1,0,0
21,cashier,1,1,0,0
21,reporter,1,1,0,0
21,server,1,1,0,0
21,clinical psychologist,1,1,0,0
21,animal caretaker,1,1,0,0
21,paralegal,1,1,0,0
21,physical therapist,1,1,0,0
21,singer,1,1,0,0
21,artist,1,1,0,0
21,veterinarian,1,1,0,0
21,cook,1,1,0,0
21,author,1,1,0,0
21,photographer,1,1,0,0
21,tour guide,1,1,0,0
21,journalist,1,1,0,0
21,phlebotomist,1,1,0,0
21,writer,1,1,0,0
21,emergency medical care,1,1,0,0
21,graphic designer,1,1,0,0
21,accountant,1,1,0,0
21,lawyer,1,1,0,0
21,concierge,1,1,0,0
21,forensic psychologist,1,1,0,0
21,salesperson,1,1,0,0
21,editor,1,1,0,0
21,insurance agent,1,1,0,0
21,theatrical director,1,1,0,0
21,pharmacist,1,1,0,0
21,doctor,1,1,0,0
21,systems analyst,1,1,0,0
21,judge,1,1,0,0
21,research scientist,1,0,1,0
21,professor,1,1,0,0
21,income tax preparer,1,1,0,0
21,chef,1,1,0,0
21,executive,1,1,0,0
21,radio technician,1,1,0,0
21,chiropractor,1,0,1,0
21,landscaper,1,1,0,0
21,tailor,1,1,0,0
21,bartender,1,0,1,0
21,surgeon,1,0,1,0
21,computer programmer,1,0,1,0
21,movie director,1,0,1,0
21,painter,1,1,0,0
21,dentist,1,1,0,0
21,groundskeeper,1,1,0,0
21,architect,1,1,0,0
21,stock broker,1,1,0,0
21,police officer,1,1,0,0
21,janitor,1,1,0,0
21,coach,1,1,0,0
21,rancher,1,0,1,0
21,probation officer,1,1,0,0
21,bell hop,1,0,1,0
21,pilot,1,1,0,0
21,drafting worker,1,0,1,0
21,highway worker,1,1,0,0
21,stone cutter,1,1,0,0
21,logger,1,0,1,0
21,private detective,1,1,0,0
21,electrician,1,0,1,0
21,fire fighter,1,1,0,0
21,butcher,1,0,1,0
21,guard,1,1,0,0
21,plumber,1,0,1,0
21,farmer,1,0,1,0
21,carpenter,1,0,1,0
21,trucker,1,0,1,0
21,barber,1,0,1,0
21,construction worker,1,0,1,0
21,roofer,1,1,0,0
21,auto mechanic,1,0,1,0
21,heavy equipment operator,1,0,1,0
22,cosmetologist,1,1,0,0
22,manicurist,1,1,0,0
22,secretary,1,1,0,0
22,hairdresser,1,1,0,0
22,flight attendant,1,1,0,0
22,dress maker,1,1,0,0
22,receptionist,1,1,0,0
22,florist,1,1,0,0
22,housekeeper,1,1,0,0
22,child care worker,1,1,0,0
22,kindergarten teacher,1,1,0,0
22,interior decorator,1,1,0,0
22,registered nurse,1,1,0,0
22,elementary school teacher,1,1,0,0
22,librarian,1,1,0,0
22,cake decorator,1,1,0,0
22,dietician,1,1,0,0
22,exercise instructor,1,1,0,0
22,nutritionist,1,1,0,0
22,hair cutter,1,1,0,0
22,physician's assistant,1,1,0,0
22,massage therapist,1,1,0,0
22,bookkeeper,1,1,0,0
22,high school teacher,1,1,0,0
22,travel agent,1,1,0,0
22,guidance counselor,1,1,0,0
22,dental hygienist,1,1,0,0
22,real estate agent,1,1,0,0
22,counseling psychologist,1,1,0,0
22,baker,1,1,0,0
22,school psychologist,1,1,0,0
22,occupational therapist,1,1,0,0
22,cashier,1,1,0,0
22,reporter,1,1,0,0
22,server,1,1,0,0
22,clinical psychologist,1,1,0,0
22,animal caretaker,1,1,0,0
22,paralegal,1,1,0,0
22,physical therapist,1,1,0,0
22,singer,1,1,0,0
22,artist,1,1,0,0
22,veterinarian,1,1,0,0
22,cook,1,1,0,0
22,author,1,1,0,0
22,photographer,1,1,0,0
22,tour guide,1,1,0,0
22,journalist,1,1,0,0
22,phlebotomist,1,1,0,0
22,writer,1,1,0,0
22,emergency medical care,1,1,0,0
22,graphic designer,1,1,0,0
22,accountant,1,1,0,0
22,lawyer,1,1,0,0
22,concierge,1,1,0,0
22,forensic psychologist,1,1,0,0
22,salesperson,1,1,0,0
22,editor,1,1,0,0
22,insurance agent,1,1,0,0
22,theatrical director,1,1,0,0
22,pharmacist,1,1,0,0
22,doctor,1,1,0,0
22,systems analyst,1,0,1,0
22,judge,1,1,0,0
22,research scientist,1,0,1,0
22,professor,1,1,0,0
22,income tax preparer,1,1,0,0
22,chef,1,1,0,0
22,executive,1,1,0,0
22,radio technician,1,0,1,0
22,chiropractor,1,1,0,0
22,landscaper,1,0,1,0
22,tailor,1,0,1,0
22,bartender,1,1,0,0
22,surgeon,1,1,0,0
22,computer programmer,1,0,1,0
22,movie director,1,1,0,0
22,painter,1,1,0,0
22,dentist,1,1,0,0
22,groundskeeper,1,1,0,0
22,architect,1,1,0,0
22,stock broker,1,0,1,0
22,police officer,1,1,0,0
22,janitor,1,0,1,0
22,coach,1,1,0,0
22,rancher,1,0,1,0
22,probation officer,1,1,0,0
22,bell hop,1,0,1,0
22,pilot,1,1,0,0
22,drafting worker,1,0,1,0
22,highway worker,1,0,1,0
22,stone cutter,1,0,1,0
22,logger,1,0,1,0
22,private detective,1,1,0,0
22,electrician,1,0,1,0
22,fire fighter,1,1,0,0
22,butcher,1,1,0,0
22,guard,1,1,0,0
22,plumber,1,0,1,0
22,farmer,1,0,1,0
22,carpenter,1,0,1,0
22,trucker,1,0,1,0
22,barber,1,0,1,0
22,construction worker,1,0,1,0
22,roofer,1,0,1,0
22,auto mechanic,1,0,1,0
22,heavy equipment operator,1,1,0,0
23,cosmetologist,1,1,0,0
23,manicurist,1,1,0,0
23,secretary,1,1,0,0
23,hairdresser,1,1,0,0
23,flight attendant,1,1,0,0
23,dress maker,1,1,0,0
23,receptionist,1,1,0,0
23,florist,1,1,0,0
23,housekeeper,1,1,0,0
23,child care worker,1,1,0,0
23,kindergarten teacher,1,1,0,0
23,interior decorator,1,1,0,0
23,registered nurse,1,1,0,0
23,elementary school teacher,1,1,0,0
23,librarian,1,1,0,0
23,cake decorator,1,1,0,0
23,dietician,1,1,0,0
23,exercise instructor,1,1,0,0
23,nutritionist,1,1,0,0
23,hair cutter,1,1,0,0
23,physician's assistant,1,1,0,0
23,massage therapist,1,1,0,0
23,bookkeeper,1,1,0,0
23,high school teacher,1,1,0,0
23,travel agent,1,1,0,0
23,guidance counselor,1,1,0,0
23,dental hygienist,1,1,0,0
23,real estate agent,1,1,0,0
23,counseling psychologist,1,1,0,0
23,baker,1,1,0,0
23,school psychologist,1,1,0,0
23,occupational therapist,1,1,0,0
23,cashier,1,1,0,0
23,reporter,1,1,0,0
23,server,1,1,0,0
23,clinical psychologist,1,1,0,0
23,animal caretaker,1,1,0,0
23,paralegal,1,1,0,0
23,physical therapist,1,1,0,0
23,singer,1,1,0,0
23,artist,1,1,0,0
23,veterinarian,1,1,0,0
23,cook,1,1,0,0
23,author,1,1,0,0
23,photographer,1,1,0,0
23,tour guide,1,1,0,0
23,journalist,1,1,0,0
23,phlebotomist,1,1,0,0
23,writer,1,1,0,0
23,emergency medical care,1,1,0,0
23,graphic designer,1,1,0,0
23,accountant,1,1,0,0
23,lawyer,1,1,0,0
23,concierge,1,1,0,0
23,forensic psychologist,1,1,0,0
23,salesperson,1,1,0,0
23,editor,1,1,0,0
23,insurance agent,1,1,0,0
23,theatrical director,1,1,0,0
23,pharmacist,1,1,0,0
23,doctor,1,0,1,0
23,systems analyst,1,0,1,0
23,judge,1,1,0,0
23,research scientist,1,1,0,0
23,professor,1,1,0,0
23,income tax preparer,1,1,0,0
23,chef,1,0,1,0
23,executive,1,1,0,0
23,radio technician,1,1,0,0
23,chiropractor,1,1,0,0
23,landscaper,1,1,0,0
23,tailor,1,0,1,0
23,bartender,1,1,0,0
23,surgeon,1,1,0,0
23,computer programmer,1,0,1,0
23,movie director,1,0,1,0
23,painter,1,1,0,0
23,dentist,1,1,0,0
23,groundskeeper,1,1,0,0
23,architect,1,0,1,0
23,stock broker,1,1,0,0
23,police officer,1,1,0,0
23,janitor,1,0,1,0
23,coach,1,1,0,0
23,rancher,1,0,1,0
23,probation officer,1,1,0,0
23,bell hop,1,0,1,0
23,pilot,1,1,0,0
23,drafting worker,1,1,0,0
23,highway worker,1,1,0,0
23,stone cutter,1,1,0,0
23,logger,1,0,1,0
23,private detective,1,1,0,0
23,electrician,1,1,0,0
23,fire fighter,1,1,0,0
23,butcher,1,0,1,0
23,guard,1,0,1,0
23,plumber,1,1,0,0
23,farmer,1,1,0,0
23,carpenter,1,0,1,0
23,trucker,1,0,1,0
23,barber,1,0,1,0
23,construction worker,1,0,1,0
23,roofer,1,0,1,0
23,auto mechanic,1,0,1,0
23,heavy equipment operator,1,1,0,0
24,cosmetologist,1,1,0,0
24,manicurist,1,1,0,0
24,secretary,1,1,0,0
24,hairdresser,1,1,0,0
24,flight attendant,1,1,0,0
24,dress maker,1,1,0,0
24,receptionist,1,1,0,0
24,florist,1,1,0,0
24,housekeeper,1,1,0,0
24,child care worker,1,1,0,0
24,kindergarten teacher,1,1,0,0
24,interior decorator,1,1,0,0
24,registered nurse,1,1,0,0
24,elementary school teacher,1,1,0,0
24,librarian,1,1,0,0
24,cake decorator,1,1,0,0
24,dietician,1,1,0,0
24,exercise instructor,1,1,0,0
24,nutritionist,1,1,0,0
24,hair cutter,1,1,0,0
24,physician's assistant,1,1,0,0
24,massage therapist,1,1,0,0
24,bookkeeper,1,1,0,0
24,high school teacher,1,1,0,0
24,travel agent,1,1,0,0
24,guidance counselor,1,1,0,0
24,dental hygienist,1,1,0,0
24,real estate agent,1,1,0,0
24,counseling psychologist,1,1,0,0
24,baker,1,1,0,0
24,school psychologist,1,1,0,0
24,occupational therapist,1,1,0,0
24,cashier,1,1,0,0
24,reporter,1,1,0,0
24,server,1,1,0,0
24,clinical psychologist,1,1,0,0
24,animal caretaker,1,0,1,0
24,paralegal,1,1,0,0
24,physical therapist,1,1,0,0
24,singer,1,1,0,0
24,artist,1,1,0,0
24,veterinarian,1,1,0,0
24,cook,1,1,0,0
24,author,1,1,0,0
24,photographer,1,1,0,0
24,tour guide,1,1,0,0
24,journalist,1,1,0,0
24,phlebotomist,1,1,0,0
24,writer,1,1,0,0
24,emergency medical care,1,1,0,0
24,graphic designer,1,1,0,0
24,accountant,1,1,0,0
24,lawyer,1,1,0,0
24,concierge,1,1,0,0
24,forensic psychologist,1,1,0,0
24,salesperson,1,1,0,0
24,editor,1,1,0,0
24,insurance agent,1,1,0,0
24,theatrical director,1,1,0,0
24,pharmacist,1,1,0,0
24,doctor,1,0,1,0
24,systems analyst,1,0,1,0
24,judge,1,1,0,0
24,research scientist,1,0,1,0
24,professor,1,1,0,0
24,income tax preparer,1,1,0,0
24,chef,1,0,1,0
24,executive,1,1,0,0
24,radio technician,1,0,1,0
24,chiropractor,1,1,0,0
24,landscaper,1,1,0,0
24,tailor,1,0,1,0
24,bartender,1,1,0,0
24,surgeon,1,0,1,0
24,computer programmer,1,0,1,0
24,movie director,1,1,0,0
24,painter,1,1,0,0
24,dentist,1,1,0,0
24,groundskeeper,1,1,0,0
24,architect,1,1,0,0
24,stock broker,1,0,1,0
24,police officer,1,1,0,0
24,janitor,1,0,1,0
24,coach,1,1,0,0
24,rancher,1,0,1,0
24,probation officer,1,1,0,0
24,bell hop,1,0,1,0
24,pilot,1,1,0,0
24,drafting worker,1,1,0,0
24,highway worker,1,1,0,0
24,stone cutter,1,1,0,0
24,logger,1,0,1,0
24,private detective,1,1,0,0
24,electrician,1,0,1,0
24,fire fighter,1,0,1,0
24,butcher,1,0,1,0
24,guard,1,1,0,0
24,plumber,1,0,1,0
24,farmer,1,0,1,0
24,carpenter,1,0,1,0
24,trucker,1,0,1,0
24,barber,1,0,1,0
24,construction worker,1,0,1,0
24,roofer,1,0,1,0
24,auto mechanic,1,0,1,0
24,heavy equipment operator,1,1,0,0
25,cosmetologist,1,1,0,0
25,manicurist,1,1,0,0
25,secretary,1,1,0,0
25,hairdresser,1,1,0,0
25,flight attendant,1,1,0,0
25,dress maker,1,1,0,0
25,receptionist,1,1,0,0
25,florist,1,1,0,0
25,housekeeper,1,1,0,0
25,child care worker,1,1,0,0
25,kindergarten teacher,1,1,0,0
25,interior decorator,1,1,0,0
25,registered nurse,1,1,0,0
25,elementary school teacher,1,1,0,0
25,librarian,1,1,0,0
25,cake decorator,1,1,0,0
25,dietician,1,1,0,0
25,exercise instructor,1,1,0,0
25,nutritionist,1,1,0,0
25,hair cutter,1,1,0,0
25,physician's assistant,1,1,0,0
25,massage therapist,1,1,0,0
25,bookkeeper,1,1,0,0
25,high school teacher,1,1,0,0
25,travel agent,1,1,0,0
25,guidance counselor,1,1,0,0
25,dental hygienist,1,1,0,0
25,real estate agent,1,1,0,0
25,counseling psychologist,1,1,0,0
25,baker,1,1,0,0
25,school psychologist,1,1,0,0
25,occupational therapist,1,1,0,0
25,cashier,1,1,0,0
25,reporter,1,1,0,0
25,server,1,1,0,0
25,clinical psychologist,1,1,0,0
25,animal caretaker,1,1,0,0
25,paralegal,1,1,0,0
25,physical therapist,1,1,0,0
25,singer,1,1,0,0
25,artist,1,1,0,0
25,veterinarian,1,1,0,0
25,cook,1,1,0,0
25,author,1,1,0,0
25,photographer,1,1,0,0
25,tour guide,1,1,0,0
25,journalist,1,1,0,0
25,phlebotomist,1,1,0,0
25,writer,1,1,0,0
25,emergency medical care,1,1,0,0
25,graphic designer,1,1,0,0
25,accountant,1,1,0,0
25,lawyer,1,1,0,0
25,concierge,1,1,0,0
25,forensic psychologist,1,1,0,0
25,salesperson,1,1,0,0
25,editor,1,1,0,0
25,insurance agent,1,1,0,0
25,theatrical director,1,1,0,0
25,pharmacist,1,1,0,0
25,doctor,1,1,0,0
25,systems analyst,1,1,0,0
25,judge,1,0,1,0
25,research scientist,1,1,0,0
25,professor,1,1,0,0
25,income tax preparer,1,1,0,0
25,chef,1,1,0,0
25,executive,1,1,0,0
25,radio technician,1,0,1,0
25,chiropractor,1,1,0,0
25,landscaper,1,0,1,0
25,tailor,1,1,0,0
25,bartender,1,1,0,0
25,surgeon,1,1,0,0
25,computer programmer,1,0,1,0
25,movie director,1,1,0,0
25,painter,1,1,0,0
25,dentist,1,1,0,0
25,groundskeeper,1,1,0,0
25,architect,1,1,0,0
25,stock broker,1,0,1,0
25,police officer,1,1,0,0
25,janitor,1,0,1,0
25,coach,1,1,0,0
25,rancher,1,1,0,0
25,probation officer,1,1,0,0
25,bell hop,1,0,1,0
25,pilot,1,1,0,0
25,drafting worker,1,1,0,0
25,highway worker,1,1,0,0
25,stone cutter,1,1,0,0
25,logger,1,0,1,0
25,private detective,1,1,0,0
25,electrician,1,0,1,0
25,fire fighter,1,1,0,0
25,butcher,1,0,1,0
25,guard,1,0,1,0
25,plumber,1,0,1,0
25,farmer,1,0,1,0
25,carpenter,1,0,1,0
25,trucker,1,0,1,0
25,barber,1,0,1,0
25,construction worker,1,0,1,0
25,roofer,1,1,0,0
25,auto mechanic,1,0,1,0
25,heavy equipment operator,1,1,0,0
26,cosmetologist,1,1,0,0
26,manicurist,1,1,0,0
26,secretary,1,1,0,0
26,hairdresser,1,1,0,0
26,flight attendant,1,1,0,0
26,dress maker,1,1,0,0
26,receptionist,1,1,0,0
26,florist,1,1,0,0
26,housekeeper,1,1,0,0
26,child care worker,1,1,0,0
26,kindergarten teacher,1,1,0,0
26,interior decorator,1,1,0,0
26,registered nurse,1,1,0,0
26,elementary school teacher,1,1,0,0
26,librarian,1,1,0,0
26,cake decorator,1,1,0,0
26,dietician,1,1,0,0
26,exercise instructor,1,1,0,0
26,nutritionist,1,1,0,0
26,hair cutter,1,1,0,0
26,physician's assistant,1,1,0,0
26,massage therapist,1,1,0,0
26,bookkeeper,1,1,0,0
26,high school teacher,1,1,0,0
26,travel agent,1,1,0,0
26,guidance counselor,1,1,0,0
26,dental hygienist,1,1,0,0
26,real estate agent,1,1,0,0
26,counseling psychologist,1,1,0,0
26,baker,1,1,0,0
26,school psychologist,1,1,0,0
26,occupational therapist,1,1,0,0
26,cashier,1,1,0,0
26,reporter,1,1,0,0
26,server,1,1,0,0
26,clinical psychologist,1,1,0,0
26,animal caretaker,1,1,0,0
26,paralegal,1,1,0,0
26,physical therapist,1,1,0,0
26,singer,1,1,0,0
26,artist,1,1,0,0
26,veterinarian,1,1,0,0
26,cook,1,1,0,0
26,author,1,1,0,0
26,photographer,1,1,0,0
26,tour guide,1,1,0,0
26,journalist,1,1,0,0
26,phlebotomist,1,1,0,0
26,writer,1,1,0,0
26,emergency medical care,1,1,0,0
26,graphic designer,1,1,0,0
26,accountant,1,1,0,0
26,lawyer,1,1,0,0
26,concierge,1,1,0,0
26,forensic psychologist,1,1,0,0
26,salesperson,1,1,0,0
26,editor,1,1,0,0
26,insurance agent,1,1,0,0
26,theatrical director,1,1,0,0
26,pharmacist,1,1,0,0
26,doctor,1,1,0,0
26,systems analyst,1,0,1,0
26,judge,1,1,0,0
26,research scientist,1,1,0,0
26,professor,1,0,1,0
26,income tax preparer,1,1,0,0
26,chef,1,1,0,0
26,executive,1,1,0,0
26,radio technician,1,1,0,0
26,chiropractor,1,0,1,0
26,landscaper,1,0,1,0
26,tailor,1,0,1,0
26,bartender,1,1,0,0
26,surgeon,1,1,0,0
26,computer programmer,1,0,1,0
26,movie director,1,1,0,0
26,painter,1,1,0,0
26,dentist,1,1,0,0
26,groundskeeper,1,0,1,0
26,architect,1,1,0,0
26,stock broker,1,1,0,0
26,police officer,1,1,0,0
26,janitor,1,0,1,0
26,coach,1,1,0,0
26,rancher,1,1,0,0
26,probation officer,1,1,0,0
26,bell hop,1,0,1,0
26,pilot,1,1,0,0
26,drafting worker,1,1,0,0
26,highway worker,1,1,0,0
26,stone cutter,1,0,1,0
26,logger,1,0,1,0
26,private detective,1,1,0,0
26,electrician,1,0,1,0
26,fire fighter,1,1,0,0
26,butcher,1,0,1,0
26,guard,1,1,0,0
26,plumber,1,0,1,0
26,farmer,1,0,1,0
26,carpenter,1,1,0,0
26,trucker,1,0,1,0
26,barber,1,0,1,0
26,construction worker,1,0,1,0
26,roofer,1,0,1,0
26,auto mechanic,1,0,1,0
26,heavy equipment operator,1,1,0,0
27,cosmetologist,1,1,0,0
27,manicurist,1,1,0,0
27,secretary,1,1,0,0
27,hairdresser,1,1,0,0
27,flight attendant,1,1,0,0
27,dress maker,1,1,0,0
27,receptionist,1,1,0,0
27,florist,1,1,0,0
27,housekeeper,1,1,0,0
27,child care worker,1,1,0,0
27,kindergarten teacher,1,1,0,0
27,interior decorator,1,1,0,0
27,registered nurse,1,1,0,0
27,elementary school teacher,1,1,0,0
27,librarian,1,1,0,0
27,cake decorator,1,1,0,0
27,dietician,1,1,0,0
27,exercise instructor,1,1,0,0
27,nutritionist,1,1,0,0
27,hair cutter,1,1,0,0
27,physician's assistant,1,1,0,0
27,massage therapist,1,1,0,0
27,bookkeeper,1,1,0,0
27,high school teacher,1,1,0,0
27,travel agent,1,1,0,0
27,guidance counselor,1,1,0,0
27,dental hygienist,1,1,0,0
27,real estate agent,1,1,0,0
27,counseling psychologist,1,1,0,0
27,baker,1,1,0,0
27,school psychologist,1,1,0,0
27,occupational therapist,1,1,0,0
27,cashier,1,1,0,0
27,reporter,1,1,0,0
27,server,1,1,0,0
27,clinical psychologist,1,1,0,0
27,animal caretaker,1,1,0,0
27,paralegal,1,1,0,0
27,physical therapist,1,1,0,0
27,singer,1,1,0,0
27,artist,1,1,0,0
27,veterinarian,1,1,0,0
27,cook,1,1,0,0
27,author,1,1,0,0
27,photographer,1,1,0,0
27,tour guide,1,1,0,0
27,journalist,1,1,0,0
27,phlebotomist,1,1,0,0
27,writer,1,1,0,0
27,emergency medical care,1,1,0,0
27,graphic designer,1,1,0,0
27,accountant,1,1,0,0
27,lawyer,1,1,0,0
27,concierge,1,0,1,0
27,forensic psychologist,1,1,0,0
27,salesperson,1,1,0,0
27,editor,1,1,0,0
27,insurance agent,1,1,0,0
27,theatrical director,1,1,0,0
27,pharmacist,1,1,0,0
27,doctor,1,1,0,0
27,systems analyst,1,1,0,0
27,judge,1,1,0,0
27,research scientist,1,0,1,0
27,professor,1,1,0,0
27,income tax preparer,1,1,0,0
27,chef,1,0,1,0
27,executive,1,0,1,0
27,radio technician,1,0,1,0
27,chiropractor,1,1,0,0
27,landscaper,1,0,1,0
27,tailor,1,1,0,0
27,bartender,1,1,0,0
27,surgeon,1,1,0,0
27,computer programmer,1,0,1,0
27,movie director,1,1,0,0
27,painter,1,1,0,0
27,dentist,1,1,0,0
27,groundskeeper,1,1,0,0
27,architect,1,1,0,0
27,stock broker,1,0,1,0
27,police officer,1,1,0,0
27,janitor,1,1,0,0
27,coach,1,1,0,0
27,rancher,1,0,1,0
27,probation officer,1,1,0,0
27,bell hop,1,0,1,0
27,pilot,1,1,0,0
27,drafting worker,1,1,0,0
27,highway worker,1,1,0,0
27,stone cutter,1,1,0,0
27,logger,1,0,1,0
27,private detective,1,1,0,0
27,electrician,1,1,0,0
27,fire fighter,1,1,0,0
27,butcher,1,0,1,0
27,guard,1,0,1,0
27,plumber,1,0,1,0
27,farmer,1,1,0,0
27,carpenter,1,1,0,0
27,trucker,1,0,1,0
27,barber,1,0,1,0
27,construction worker,1,0,1,0
27,roofer,1,1,0,0
27,auto mechanic,1,1,0,0
27,heavy equipment operator,1,0,1,0
28,cosmetologist,1,1,0,0
28,manicurist,1,1,0,0
28,secretary,1,1,0,0
